"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Lebanon","LBN","Surface area (sq. km)","AG.SRF.TOTL.K2","","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450",
"Liberia","LBR","Surface area (sq. km)","AG.SRF.TOTL.K2","","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370",
"Libya","LBY","Surface area (sq. km)","AG.SRF.TOTL.K2","","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540",
"St. Lucia","LCA","Surface area (sq. km)","AG.SRF.TOTL.K2","","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620",
"Latin America & Caribbean (all income levels)","LCN","Surface area (sq. km)","AG.SRF.TOTL.K2","","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452622.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20452532.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425342.4","20425334.4","20425334.4","20425332.4","20425333.4","20425333.4","20425333.4",
"Least developed countries: UN classification","LDC","Surface area (sq. km)","AG.SRF.TOTL.K2","","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20926251","20808651","20801728","20801728","20801728","20801728","20801728","20801728","20801728","20801728","20801728","20801728","20800045","20800045","20800045","20800045","20800045","20800045","20800045","20818177.5","20818177.5","20818177.5","20818177.5","20818177.5",
"Low income","LIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13928831","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","13811231","14455816","14455816","14455816","14455816","14455816",
"Liechtenstein","LIE","Surface area (sq. km)","AG.SRF.TOTL.K2","","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160",
"Sri Lanka","LKA","Surface area (sq. km)","AG.SRF.TOTL.K2","","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610",
"Lower middle income","LMC","Surface area (sq. km)","AG.SRF.TOTL.K2","","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21156147","21156147","21158187","21158267","21158267","21158267","21158267","21158267","21158267","21158267","21156927","21156937","21156937","21157607","21158337","21158367","21158457","21151534","21151544","21151544","21151534","21151534","21151534","21149664","21149674","21149724","21149734","21148065","21149963","21149963","21149963","21149802","21149801","21149707","20523248.5","20523269.5","20523269.5","20523269.5","20523269.5",
"Low & middle income","LMY","Surface area (sq. km)","AG.SRF.TOTL.K2","","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76734998","76734998","76737038","76737118","76737118","76737118","76737118","76737118","76737118","76737118","76735778","76735788","76735788","76736458","76737828","76737860","76620350","76613427","76613427","76613417","76613407","76586217","76586217","76584337","76584341.2","76584390.2","76584399.7","76582740.5","76584637.8","76584637.4","76584636.8","76584475.8","76581935","76581833","76599959.5","76599978.5","76599979.5","76599979.5","76599979.5",
"Lesotho","LSO","Surface area (sq. km)","AG.SRF.TOTL.K2","","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360",
"Lithuania","LTU","Surface area (sq. km)","AG.SRF.TOTL.K2","","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300",
"Luxembourg","LUX","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590",
"Latvia","LVA","Surface area (sq. km)","AG.SRF.TOTL.K2","","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64560","64510","64480","64480","64490","64490","64490",
"Macao SAR, China","MAC","Surface area (sq. km)","AG.SRF.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","26","27","27","28","28","28.6","29.2","29.2","29.5","29.7","29.9","29.9","30.3","30.3","30.3",
"St. Martin (French part)","MAF","Surface area (sq. km)","AG.SRF.TOTL.K2","","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4",
"Morocco","MAR","Surface area (sq. km)","AG.SRF.TOTL.K2","","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550",
"Monaco","MCO","Surface area (sq. km)","AG.SRF.TOTL.K2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"Moldova","MDA","Surface area (sq. km)","AG.SRF.TOTL.K2","","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33840","33840","33850","33850","33840","33840","33840","33840","33840","33840","33840","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850",
"Madagascar","MDG","Surface area (sq. km)","AG.SRF.TOTL.K2","","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587295","587295","587295","587295","587295",
"Maldives","MDV","Surface area (sq. km)","AG.SRF.TOTL.K2","","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300",
"Middle East & North Africa (all income levels)","MEA","Surface area (sq. km)","AG.SRF.TOTL.K2","","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373290","11373300","11373310","11373310","11373320","11373330","11370790","11370792","11370797","11370800","11370800","11370800","11370800",
"Mexico","MEX","Surface area (sq. km)","AG.SRF.TOTL.K2","","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380",
"Marshall Islands","MHL","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180",
"Middle income","MIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62806167","62806167","62808207","62808287","62808287","62808287","62808287","62808287","62808287","62808287","62806947","62806957","62806957","62807627","62808997","62809029","62809119","62802196","62802196","62802186","62802176","62774986","62774986","62773106","62773110.2","62773159.2","62773168.7","62771509.5","62773406.8","62773406.4","62773405.8","62773244.8","62770704","62770602","62144143.5","62144162.5","62144163.5","62144163.5","62144163.5",
"Macedonia, FYR","MKD","Surface area (sq. km)","AG.SRF.TOTL.K2","","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710",
"Mali","MLI","Surface area (sq. km)","AG.SRF.TOTL.K2","","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190",
"Malta","MLT","Surface area (sq. km)","AG.SRF.TOTL.K2","","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320",
"Myanmar","MMR","Surface area (sq. km)","AG.SRF.TOTL.K2","","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590","676590",
"Middle East & North Africa (developing only)","MNA","Surface area (sq. km)","AG.SRF.TOTL.K2","","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8777960","8775420","8775420","8775420","8775420","8775420","8775420","8775420",
"Montenegro","MNE","Surface area (sq. km)","AG.SRF.TOTL.K2","","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810","13810",
"Mongolia","MNG","Surface area (sq. km)","AG.SRF.TOTL.K2","","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120","1564120",
"Northern Mariana Islands","MNP","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460",
"Mozambique","MOZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380","799380",
"Mauritania","MRT","Surface area (sq. km)","AG.SRF.TOTL.K2","","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700","1030700",
"Mauritius","MUS","Surface area (sq. km)","AG.SRF.TOTL.K2","","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040","2040",
"Malawi","MWI","Surface area (sq. km)","AG.SRF.TOTL.K2","","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480","118480",
"Malaysia","MYS","Surface area (sq. km)","AG.SRF.TOTL.K2","","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800","330800",
"North America","NAC","Surface area (sq. km)","AG.SRF.TOTL.K2","","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19613810","19616750","19616750","19616750","19616750","19616750","19616750","19616750","19616750","19816230","19816230","19816230","19816230","19816230","19816230","19816230","19816230",
"Namibia","NAM","Surface area (sq. km)","AG.SRF.TOTL.K2","","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290","824290",
"New Caledonia","NCL","Surface area (sq. km)","AG.SRF.TOTL.K2","","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580","18580",
"Niger","NER","Surface area (sq. km)","AG.SRF.TOTL.K2","","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000","1267000",
"Nigeria","NGA","Surface area (sq. km)","AG.SRF.TOTL.K2","","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770","923770",
"Nicaragua","NIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370","130370",
"Netherlands","NLD","Surface area (sq. km)","AG.SRF.TOTL.K2","","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41530","41540","41540","41540","41540","41540","41540","41500","41500","41500","41500","41500",
"High income: nonOECD","NOC","Surface area (sq. km)","AG.SRF.TOTL.K2","","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206897.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24206807.4","24207267.4","24207287.4","24207287.4","24207287.4","24207297.4","24207377.4","24276127.4","24276057.4","24276057.4","24276067.4","24276073.4","24276079.4","24276101.4","24276164.4","24276174.4","24276180","24276191.6","24276206.6","24276207.9","24276168.1","24276145.3","24276150.3","24276156.7","24276156.7","24276156.7",
"Norway","NOR","Surface area (sq. km)","AG.SRF.TOTL.K2","","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178","385178",
"Nepal","NPL","Surface area (sq. km)","AG.SRF.TOTL.K2","","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180","147180",
"New Zealand","NZL","Surface area (sq. km)","AG.SRF.TOTL.K2","","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710","267710",
"High income: OECD","OEC","Surface area (sq. km)","AG.SRF.TOTL.K2","","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214795","33214815","33214825","33214845","33214855","33214855","33214855","33214855","33249925","33250305","33250675","33250745","33250785","33250835","33251165","33251204","33450820","33451032","33451399","33451376","33448995","33449119","33449119","33449119",
"OECD members","OED","Surface area (sq. km)","AG.SRF.TOTL.K2","","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962735","35962755","35962765","35962785","35962795","35962795","35962795","35962795","35997865","35998245","35998615","35998685","35998725","35998775","35999105","35999144","36198760","36198972","36199339","36199316","36196935","36197059","36197059","36197059",
"Oman","OMN","Surface area (sq. km)","AG.SRF.TOTL.K2","","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500","309500",
"Other small states","OSS","Surface area (sq. km)","AG.SRF.TOTL.K2","","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1905421","1898498","1898498","1898498","1898498","1898498","1898498","1898498","1898498","1898498","1898498","1896815","1896815","1896815","1896815","1896815","1896815","1896815","1896815","1896815","1896810","1896810","1896810",
"Pakistan","PAK","Surface area (sq. km)","AG.SRF.TOTL.K2","","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100","796100",
"Panama","PAN","Surface area (sq. km)","AG.SRF.TOTL.K2","","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420","75420",
"Peru","PER","Surface area (sq. km)","AG.SRF.TOTL.K2","","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220","1285220",
"Philippines","PHL","Surface area (sq. km)","AG.SRF.TOTL.K2","","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000",
"Palau","PLW","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460",
"Papua New Guinea","PNG","Surface area (sq. km)","AG.SRF.TOTL.K2","","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840","462840",
"Poland","POL","Surface area (sq. km)","AG.SRF.TOTL.K2","","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312690","312680","312680","312680","312680","312680","312680","312680","312680","312680","312680",
"Puerto Rico","PRI","Surface area (sq. km)","AG.SRF.TOTL.K2","","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870",
"Korea, Dem. People’s Rep.","PRK","Surface area (sq. km)","AG.SRF.TOTL.K2","","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540","120540",
